site_no, average, median, standard_deviation
7064440,-80.76766504,-24.57685687,177.0677432
7064000,-0.195551555,-0.019037349,0.995271985
7063000,-0.479882814,-0.03807006,1.612033001
7062575,-0.852831326,0.065389996,2.285435583
7062500,-0.714172834,0.142757536,1.750333286
7061900,-838.55983,-649.5511973,896.6884974
7061600,-2.360679108,-1.489021956,3.327824627
7061500,-3.604652002,-0.369550908,7.034825938
7061290,-64.56950729,0.621163682,189.5323113
7061270,0.170881887,0.254775357,0.543272144
7061000,-2.376278831,-1.525547822,3.165904045
7060710,-52.94041695,-3.812537142,108.2452708
7060500,-2.091209492,-0.758259213,2.788841358
7058000,-20.8266571,-4.349802511,47.08220014
7057500,-4.07230369,-0.29257578,7.51874882
7057370,-3.041425907,-0.914117699,7.613999408
7056700,-2.691484863,-0.253765879,5.179251002
7056515,-11.310004,-2.21670963,23.53546045
7056000,-3.951612795,-0.181890981,7.789134644
7055875,-20.4348424,-0.856627654,44.42606696
7055680,-69.85770468,-1.078731846,206.1204503
7055660,-54.89616116,-0.871461367,160.4324843
7055646,-566.0769134,-1.548556082,2438.21135
7055607,-0.761081372,0.029657026,2.915969975
7054080,-1.189112594,-0.044081474,2.843111915
7053810,-2.03027678,0.145569078,6.800608436
7053250,-1.160529542,-0.385833422,1.799477621
7052820,-5.030163292,0.169333408,10.30221319
7052500,-3.377738009,-0.274772518,7.368772139
7052345,-5.888065953,-0.127120061,10.67803442
7052250,-3.713152095,-0.99656623,6.43153612
7052152,-21.85971838,-4.577174209,47.63030772
7052100,-39.72452101,-7.915725933,117.1193213
7052000,-11.4780111,-2.931930902,27.94417389
7050700,-5.156937135,-0.240111888,9.099570896
7050690,-0.800376507,0.12617627,3.075438834
7050500,-12.39523449,-0.021331391,43.42468996
7050152,-0.605419938,0.161619931,1.49357119
7049000,-138.5586152,-0.065333121,601.4023447
7048800,-584.724505,-3.146926458,2292.9219
7048600,-1.18620998,0.173560402,4.418142658
7048550,0.234739592,0.355409095,0.504888856
7048490,0.003887838,0.133230977,0.599318256
7048480,-2.578834602,-0.718678598,4.285277758
7047950,-2.072331099,-1.352249865,1.816635278
7047942,-0.468141099,-0.482659717,0.811702886
7047855,-0.532519247,-0.380987922,0.590065033
7043500,0.002412559,-0.032712446,0.264728897
7039500,-9.337297645,-0.194462068,33.63208196
7037500,-2.770777296,-0.793528659,4.224902988
7037300,-12.9249817,-9.18852816,15.71137796
7036100,-15.94492991,-1.926279537,33.66668786
7035800,-11.28047691,-0.706429646,35.1836921
7035000,-5.898946779,-1.304541255,12.75302161
7032200,-0.532243681,-0.174398246,1.380274336
7032000,-0.378866065,-0.444497821,0.170835044
7031692,-1.102817414,-0.444897574,2.366332343
7031650,-0.736938995,-0.046120708,1.586021243
7030500,-2.059155594,-1.113291744,3.377743456
7030392,-3.011326021,-1.258820021,4.037345194
7030240,-1.531395851,-0.304226927,4.712332331
7030050,-0.77709089,-0.200241357,2.546057871
7029500,-0.310917094,0.01776657,1.131947331
7029270,-1.439630532,-0.92216818,1.530647342
7028960,-0.984400353,-0.246842601,2.047813059
7027720,-0.931132532,-0.246755084,2.652614685
7026795,0.195429773,0.195429773,0.265199371
7026680,0.303509075,0.371336097,0.399115702
7026500,0.292215087,0.365500295,0.26364663
7025400,-3.804965592,-0.25003162,9.330199723
7024500,-1.363689565,-0.047667518,3.510311903
7024200,-0.702921465,-0.076150699,1.596405816
7024000,-0.272173823,0.046049527,1.015984283
7022000,-0.576491148,-0.491812034,0.292453717
7021000,-7.700284956,-3.448175106,12.10250489
7020550,-6.609878011,-0.463813575,12.43208751
7020500,-0.521486769,-0.454312261,0.255570834
7019317,-1.746425524,-0.729352851,1.97492997
7019220,-1.228329293,-0.326318283,2.068408671
7019195,-0.543437499,-0.049879655,1.220377397
7019185,-1.991595683,-0.973657633,2.77245427
7019175,-0.984513708,0.021453819,2.436208765
7019150,-1.827137931,-1.347051481,1.726622658
7019120,-6.69082482,-1.500621906,15.37367094
7019090,-2.979792553,-1.420416456,3.914609331
7019072,-0.435329873,-0.045819293,1.292447581
7019000,-2.407292079,-1.340845424,2.338798044
7018500,-1.693911984,-0.632246202,4.055786398
7018100,-2.372658579,-0.316752907,7.553611309
7017260,-0.142953496,-0.142953496,0.455665403
7017200,-88.90534784,-1.451960234,271.8504753
7017020,-2.950245649,-0.295331267,5.065457161
7016500,-7.634743008,-0.836847406,15.01472008
7015720,-6.300726993,0.06751763,24.23387105
7014500,-2.223209513,-1.027923739,2.511735658
7014000,-14.59914207,-1.569364411,26.69459439
7013000,-9.240097106,-2.904628913,13.16720269
7010350,-46.42050415,-18.35391621,90.39545663
